Question ID,Question,Option 1,Option 2,Option 3,Option 4,Correct Answer Index,Issues Found
rest-graphql-grpc-4,What is GraphQL subscription?,Paid GraphQL service,Real-time updates pushed from server to client when data changes,A content delivery system,Database subscription,2,LENGTH: Correct answer is 2.9x longer than distractors
security-authentication-0,What is the principle of least privilege?,Giving minimum required permissions to perform a function,Having the least number of users,Using the smallest servers,Minimal password requirements,1,LENGTH: Correct answer is 2.0x longer than distractors
security-authentication-1,What is OAuth 2.0?,A key exchange method,An authorization framework for delegated access,An authentication protocol,A type of encryption,2,LENGTH: Correct answer is 2.1x longer than distractors
security-authentication-3,What is CSRF (Cross-Site Request Forgery)?,A type of encryption,An attack tricks users into executing unwanted actions,A secure coding practice,A security audit framework,2,"LENGTH: Correct answer is 2.3x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
security-authentication-4,What is the purpose of salting passwords?,A CSS preprocessor and extensions,Adding random data before hashing to prevent rainbow table attacks,Compressing password storage and extensions,Encrypting passwords and extensions,2,LENGTH: Correct answer is 1.8x longer than distractors
security-authentication-6,What is the purpose of a WAF (Web Application Firewall)?,To speed up web applications and extensions,To filter and monitor HTTP traffic between web application and internet,To host web applications and extensions,To develop web applications and extensions,2,LENGTH: Correct answer is 1.7x longer than distractors | FORMAT: Only correct answer contains technical notation
security-authentication-7,What is XSS (Cross-Site Scripting)?,A network routing protocol,Injecting malicious scripts into web pages viewed by other users,Cross-server synchronization,A type of API (Application Programming Interface),2,LENGTH: Correct answer is 1.9x longer than distractors
security-authentication-8,What is the purpose of HTTPS?,To make websites faster and extensions,To encrypt communication between browser and server,To compress web pages,A peer-to-peer file sharing protocol,2,LENGTH: Correct answer is 1.6x longer than distractors
security-authentication-9,What is two-factor authentication (2FA)?,A cache poisoning technique,Requiring two forms of identification from categories,An authentication protocol,A compression algorithm,2,LENGTH: Correct answer is 2.1x longer than distractors
sql-advanced-drills-0,Get row number within each group?,ROW_NUMBER OVER,A schema design pattern,A replication event,A query optimization,1,"FORMAT: Only correct answer contains technical notation; Distractors all start with 'A', correct doesn't"
sql-advanced-drills-2,Running total calculation?,SUM OVER,SUM(amount) GROUP BY date,A data migration,A replication protocol,1,LENGTH: Correct answer is 0.4x shorter than distractors
sql-advanced-drills-3,Find gaps in sequence?,Self LEFT JOIN with t1.id + 1 = t2.id WHERE t2.id IS NULL,Use LAG() to compare with previous row,Generate series and LEFT JOIN,All approaches work,4,LENGTH: Correct answer is 0.5x shorter than distractors
sql-advanced-drills-4,RANK() vs DENSE_RANK() difference?,A NoSQL query language,"RANK leaves gaps after ties, DENSE_RANK doesn't",DENSE_RANK() is faster,"RANK allows ties, DENSE_RANK doesn't",2,LENGTH: Correct answer is 1.8x longer than distractors
sql-advanced-drills-5,Pivot rows to columns in PostgreSQL?,PIVOT function,Crosstab from tablefunc or conditional aggregation,A NoSQL query language,A transaction log format,2,LENGTH: Correct answer is 2.5x longer than distractors
sql-advanced-drills-6,Get second highest salary?,SELECT MAX FROM emp WHERE salary < FROM emp),SELECT salary FROM emp ORDER BY salary DESC LIMIT 1 OFFSET 1,Use DENSE_RANK() = 2,All work correctly,4,LENGTH: Correct answer is 0.4x shorter than distractors | SEMANTIC: Correct answer appears more comprehensive/complete
sql-optimization-drills-0,Query running slow. First thing to check?,EXPLAIN or EXPLAIN ANALYZE the query,A database migration tool,A schema design pattern,A replication event,1,"LENGTH: Correct answer is 1.6x longer than distractors | FORMAT: Only correct answer contains technical notation; Distractors all start with 'A', correct doesn't"
sql-optimization-drills-1,Index for WHERE user_id = ? AND created_at > ?,INDEX (user_id),INDEX (created_at),INDEX,INDEX,3,LENGTH: Correct answer is 0.4x shorter than distractors
sql-optimization-drills-2,N+1 query problem solution?,Add more database connections,Use JOIN or include/preload to fetch related data,A SQL optimization technique,Use NoSQL (Structured Query Language),2,LENGTH: Correct answer is 1.6x longer than distractors
sql-optimization-drills-3,SELECT COUNT(*) is slow on large table. Alternative?,Use approximate count from pg_stat_user_tables,A database migration tool,A query language standard,A NoSQL query language,1,"LENGTH: Correct answer is 1.9x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
sql-optimization-drills-4,Covering index means?,Index on all columns,Index includes all columns needed by query,Primary key index,Unique index,2,LENGTH: Correct answer is 2.6x longer than distractors
sql-optimization-drills-5,VACUUM in PostgreSQL does what?,A replication protocol,Reclaims storage from dead tuples and updates statistics,A database migration tool,A schema design pattern,2,"LENGTH: Correct answer is 2.4x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't | SEMANTIC: Correct answer appears more comprehensive/complete"
sql-optimization-drills-6,Optimize: SELECT * FROM orders WHERE status != 'cancelled',Add index on status and extensions,Use status IN if those are primarily other values,Partition table by status,Both B and C might help,4,LENGTH: Correct answer is 0.6x shorter than distractors
sql-optimization-drills-7,Database connection pooling optimal size?,Connections = + effective_spindle_count),A database backup,A data serialization format,A NoSQL query language,1,"LENGTH: Correct answer is 1.8x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
storage-drills-0,PVC stuck in 'Pending'. Common causes?,No PV available matching size/storageClass/accessMode,A database replication service,A network routing protocol,TCP is newer than UDP,1,LENGTH: Correct answer is 2.1x longer than distractors
storage-drills-1,Resize PVC from 10Gi to 20Gi?,"kubectl patch pvc <name> -p '{""spec"":{""resources"":{""requests"":{""storage"":""20Gi""}}}}'",kubectl resize pvc <name> 20Gi,kubectl expand pvc <name> --size 20Gi,PVCs cannot be resized,1,LENGTH: Correct answer is 2.8x longer than distractors | FORMAT: Only correct answer contains punctuation
storage-drills-2,Mount same PVC in multiple pods?,Only if accessMode is ReadWriteMany or ReadOnlyMany,A firewall configuration,An email server protocol,Only in same node,1,LENGTH: Correct answer is 2.4x longer than distractors | SEMANTIC: Multiple distractors use absolute terms (often wrong)
storage-drills-3,Emergency: Pod lost data after restart. Prevention?,A service endpoint,Use PersistentVolume instead of emptyDir,A network policy object,A Docker container group,2,"LENGTH: Correct answer is 1.8x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
storage-drills-5,StatefulSet volume claim template?,volumeClaimTemplates: - metadata: name: data spec: accessModes: [ReadWriteOnce] resources: requests: storage: 1Gi,volumes: - persistentVolumeClaim: template: true,pvcs: - template: name: data size: 1Gi,storage: template: 1Gi,1,LENGTH: Correct answer is 3.1x longer than distractors
yaml-patterns-drills-0,VirtualService weight distribution - which YAML is correct?,"route: [destination: v1: 80, v2: 20] service",route:\n- destination:\n host: service\n subset: v1\n weight: 80\n- destination:\n host: service\n subset: v2\n weight: 20,"weights: {v1: 80, v2: 20} service",balance: v1=80 v2=20 service,2,LENGTH: Correct answer is 3.5x longer than distractors
yaml-patterns-drills-1,ExternalSecret data mapping - correct syntax?,Data:\n- secretKey: password\n remoteRef:\n key: secret/data/myapp\n property: password,Secrets: [password: vault/password],Vault: {password: true},Import: secret/data/myapp,1,LENGTH: Correct answer is 3.1x longer than distractors
yaml-patterns-drills-2,PeerAuthentication for strict mTLS?,5432,Mtls:\n mode: STRICT,Authentication: mutual,9000,2,LENGTH: Correct answer is 2.0x longer than distractors | FORMAT: Only correct answer contains technical notation | OBVIOUS: 2 distractors seem unrelated to question
yaml-patterns-drills-3,Deployment environment from Secret?,Env: secretRef: my-secret,EnvFrom:\n- secretRef:\n name: my-secret,Secrets: [my-secret],UseSecret: my-secret,2,LENGTH: Correct answer is 1.8x longer than distractors
yaml-patterns-drills-4,Gateway HTTPS listener?,Servers:\n- port:\n number: 443\n name: https\n protocol: HTTPS\n tls:\n mode: SIMPLE\n credentialName: my-cert,A peer-to-peer file sharing protocol,A peer-to-peer file sharing protocol,A database query protocol,1,"LENGTH: Correct answer is 3.4x longer than distractors | FORMAT: Only correct answer contains punctuation; Only correct answer contains technical notation; Distractors all start with 'A', correct doesn't"
